5000 10000
33 3986 5
34 254 1
34 281 7
34 560 7
34 817 8
34 819 2
34 1224 1
34 2067 4
34 2822 6
34 2987 6
35 49 7
35 405 7
35 1229 4
35 2509 4
35 4733 4
36 101 8
36 116 4
36 165 3
36 167 10
36 181 6
36 1241 6
36 1490 6
36 1642 4
36 2757 4
36 3243 7
37 44 8
37 73 4
37 97 3
37 191 4
37 607 10
37 1482 10
37 1965 2
38 90 9
38 91 10
38 163 10
38 684 10
38 688 3
38 720 9
38 1028 1
38 2213 8
38 2351 6
38 3613 6
38 4025 2
39 69 1
39 77 6
39 234 7
39 376 8
39 427 4
39 1000 10
39 1144 3
39 2973 6
39 4616 8
39 4737 6
40 92 4
40 103 5
40 2012 6
40 3466 2
41 158 7
41 1789 5
41 2780 9
42 66 6
42 87 5
42 125 7
42 743 3
42 1888 1
42 1921 6
42 2357 10
42 3820 3
43 177 7
43 359 10
43 4480 3
44 46 7
44 227 9
44 1388 7
44 3432 6
45 47 5
45 265 7
45 322 5
45 689 4
45 1068 5
45 1228 8
45 1281 9
45 1452 7
45 1690 6
46 60 6
46 486 9
46 591 1
46 636 1
46 1506 2
46 2344 3
46 4388 5
47 67 9
47 119 10
47 161 1
47 990 1
47 2233 1
47 2295 6
48 324 5
48 639 3
48 1130 6
48 2446 8
49 106 4
49 108 9
49 198 4
49 420 4
49 474 4
49 507 6
49 923 6
49 4870 5
50 235 5
50 885 1
50 1076 6
50 3036 10
50 3865 5
50 4381 6
51 62 9
51 64 1
51 118 8
51 122 1
51 2331 9
51 3358 3
51 3796 3
51 4259 8
52 54 3
52 262 10
52 379 4
52 720 1
52 956 7
52 2332 1
52 3522 6
52 3894 3
52 4902 3
53 1701 8
53 1706 6
53 2376 5
54 76 8
54 183 2
54 224 8
54 272 7
54 691 6
54 2181 3
54 3373 4
54 4818 8
55 600 7
55 659 8
55 834 1
55 1536 1
55 1712 5
55 2598 9
55 3749 7
55 4257 3
55 4430 5
56 127 10
56 229 9
56 409 4
56 742 1
56 892 10
56 928 3
56 3007 7
56 4325 6
56 4941 7
57 138 4
57 148 6
57 702 10
57 722 8
57 786 7
57 1346 9
57 1800 5
57 3470 9
57 4977 2
58 202 2
58 249 10
58 804 7
58 1082 6
58 1336 5
58 4036 6
59 274 8
59 458 2
59 4317 3
59 4468 2
60 83 10
60 94 7
60 189 8
60 672 9
60 789 1
60 877 6
60 1474 5
60 1932 6
60 3525 9
60 4255 5
61 88 6
61 154 2
61 176 9
61 400 9
61 452 3
61 570 6
61 650 1
61 941 10
61 1762 10
62 114 4
62 145 1
62 344 3
62 986 3
62 1477 1
62 2000 8
62 2421 8
63 277 5
63 337 10
63 1153 1
63 1884 1
63 2244 3
64 78 3
64 136 2
64 1008 3
64 1308 4
64 1369 7
64 3576 7
64 4871 3
65 204 7
65 273 6
65 1140 6
65 1164 3
65 3123 1
65 3617 4
65 4594 7
66 207 4
66 771 1
66 1083 7
67 115 6
67 141 5
67 1051 5
67 3114 4
67 4911 10
68 389 2
68 462 3
68 1579 8
69 169 1
69 979 3
69 2318 8
70 148 6
70 247 8
70 304 10
70 460 8
70 825 10
70 831 4
70 962 5
70 2393 5
70 2499 10
70 3595 3
70 4285 5
70 4434 2
71 738 5
71 3160 6
71 3223 6
71 3357 4
71 3468 8
71 3931 10
72 139 2
72 1219 10
72 2198 2
73 74 2
73 93 10
73 361 7
73 815 2
73 884 10
74 692 9
74 792 6
74 2791 7
74 3226 2
74 4666 2
75 79 8
75 102 1
75 439 10
75 891 2
75 1184 5
75 1299 6
75 2160 1
76 231 8
76 308 8
76 621 4
76 772 5
76 1854 4
76 3796 9
77 184 1
77 670 9
77 857 9
77 888 9
77 1765 4
77 4875 3
78 341 10
78 664 3
78 4523 8
79 129 4
79 187 10
79 194 1
79 798 10
79 1706 9
79 3762 6
79 4622 1
80 107 7
80 311 7
80 463 9
80 2505 10
80 2650 10
80 3243 4
81 340 4
81 1737 5
81 1866 10
81 2170 2
81 4344 7
81 4567 9
82 86 9
82 113 3
82 932 7
82 2350 2
82 4612 5
82 4894 4
83 219 3
83 1846 5
83 2143 10
83 2278 3
84 230 4
84 320 1
84 356 10
84 921 6
84 1509 6
84 1833 4
84 2616 1
84 2719 5
84 3399 4
84 3575 4
84 3970 4
85 1798 4
85 2313 2
85 4102 5
86 531 7
86 577 5
86 866 7
86 4697 4
87 211 9
87 351 2
87 1059 1
87 1545 5
87 3520 1
88 121 6
88 377 8
88 629 10
88 1264 6
88 4678 10
88 4801 1
89 407 10
89 505 8
89 2840 2
89 3462 8
90 151 2
90 179 9
90 199 10
90 264 2
90 302 9
90 417 10
90 465 9
90 2141 8
90 4586 6
91 638 2
91 1631 5
91 2276 8
92 208 8
92 349 2
92 436 4
92 539 4
92 2092 9
92 2749 2
93 135 2
93 162 4
93 214 5
93 547 6
93 760 7
93 2139 1
93 3989 4
93 4671 8
94 816 4
94 1478 8
94 1720 2
94 2974 3
95 496 3
95 570 10
95 904 1
95 1126 7
95 3165 4
95 3357 2
96 100 6
96 830 2
96 1245 4
96 1988 2
96 2031 5
96 3532 7
97 98 8
97 1061 1
97 2617 6
97 2989 2
97 3783 4
98 117 9
98 2901 2
98 3873 1
99 239 10
99 288 4
99 356 2
99 881 3
99 1546 7
99 1961 6
99 1971 7
99 3029 1
99 3568 9
100 236 10
100 269 6
100 521 3
100 762 2
100 1677 8
100 3212 10
101 286 4
101 741 10
101 1443 7
101 3604 10
101 4022 5
101 4315 3
101 4498 7
102 217 4
102 944 6
102 1530 8
102 3999 2
102 4239 5
103 237 5
103 312 3
103 438 4
103 594 4
103 656 9
103 759 1
103 1593 2
103 2041 4
103 3315 1
103 4791 7
104 175 7
104 255 5
104 303 8
104 755 2
104 1511 1
104 1747 10
104 3683 2
105 112 8
105 150 7
105 449 9
105 506 1
105 714 3
105 4948 5
106 611 5
106 677 4
106 843 9
106 981 4
107 130 6
107 132 10
107 133 6
107 338 6
107 761 8
107 1462 1
107 1600 10
107 4215 5
108 805 7
109 267 1
109 393 1
109 414 8
109 476 7
109 1009 5
109 1217 2
109 2114 1
109 3095 3
109 3976 6
110 228 7
110 305 1
110 321 3
110 816 3
110 968 4
110 4906 10
111 2175 2
111 2293 4
112 197 5
112 423 5
112 1019 2
112 4123 1
112 4351 4
113 185 4
113 353 5
113 657 4
113 759 4
113 2156 3
113 2930 1
113 3084 7
113 3693 7
114 483 7
114 663 1
114 915 2
114 1532 6
114 1958 9
114 4260 3
114 4273 5
114 4441 3
115 128 5
115 218 7
115 334 9
115 630 5
115 631 4
115 781 9
115 1486 9
115 2431 8
116 350 4
116 367 9
116 494 9
116 616 6
116 791 3
116 1229 6
116 2585 9
116 3540 8
116 4000 2
116 4225 10
117 232 2
117 296 8
117 1504 10
117 2192 5
117 2626 5
117 4399 8
118 201 10
118 595 3
118 876 3
118 1367 4
118 1630 9
118 2502 1
118 2697 7
118 3125 2
118 3486 6
118 4173 10
119 146 6
119 254 2
119 275 10
119 2817 8
119 4063 5
120 124 1
120 216 7
120 555 6
120 4035 9
120 4355 2
121 187 1
121 220 1
121 341 9
121 348 4
121 368 5
121 378 4
121 624 6
121 1634 1
121 2503 9
121 3697 2
121 4441 4
122 1145 10
122 1517 7
122 2042 7
122 2504 7
123 369 6
123 1578 8
124 2524 1
125 313 2
125 1588 7
125 1737 5
125 1806 10
125 1827 2
126 266 8
126 1460 3
126 2214 6
126 3076 3
126 3589 1
126 3966 9
127 195 10
127 250 3
127 850 6
127 1316 8
127 3251 3
127 4158 5
127 4851 2
128 375 7
128 810 3
128 1412 7
128 1768 9
128 1781 5
128 2969 2
128 4102 10
128 4584 5
129 168 1
129 384 10
129 400 10
129 669 7
129 1445 10
129 2211 7
129 4471 1
130 144 2
130 155 4
130 372 10
130 396 1
130 642 6
130 841 6
130 1012 4
130 1462 2
130 1750 4
130 1930 10
130 2296 9
131 206 9
131 402 6
131 920 2
131 1792 9
131 2048 7
131 4695 1
131 4731 10
132 142 7
132 386 9
132 442 6
132 1883 10
132 3140 10
132 3420 9
132 3699 4
132 4298 1
133 147 1
133 2573 9
133 4976 8
134 188 5
134 190 8
134 327 7
134 456 3
134 1399 8
134 1505 7
134 1866 10
134 2401 9
134 2970 7
134 3378 6
134 4143 10
135 137 5
135 296 6
135 299 1
135 3459 10
136 415 7
136 1128 5
136 3665 3
136 3839 1
137 590 9
137 1238 7
137 1317 10
137 3006 2
137 3391 10
137 4907 6
138 172 9
138 246 9
138 582 1
138 1002 4
139 308 5
139 885 4
139 4601 3
140 149 4
140 186 4
140 374 10
140 394 4
140 692 2
140 1186 9
140 1799 10
140 3030 9
141 416 1
141 3971 7
141 4339 6
142 146 10
142 160 5
142 497 4
142 615 5
142 1045 3
142 1438 4
142 1646 5
142 1819 7
142 3445 10
143 258 5
143 2826 5
143 4909 3
144 1226 9
144 2289 5
144 2954 8
144 3489 2
145 178 3
145 477 2
145 1164 7
145 1303 1
145 1318 4
145 1631 9
145 3676 7
145 3839 4
146 159 5
146 731 3
146 1113 1
146 1671 8
146 1834 9
146 2588 7
146 3043 1
146 4100 8
146 4864 2
147 276 1
147 399 7
147 534 3
147 1703 9
147 4586 3
147 4617 9
147 4994 1
148 164 8
148 319 5
148 808 2
148 1290 9
148 2540 2
148 3714 9
148 3740 4
149 226 2
149 317 4
149 961 4
149 1020 6
149 2593 6
149 3720 7
149 4505 1
149 4871 10
150 331 9
150 470 8
150 4538 9
151 318 4
151 335 7
151 3347 7
151 4546 7
152 301 5
152 418 1
152 578 2
152 1373 6
153 278 1
153 342 5
153 654 10
153 1567 10
153 2714 10
153 3144 10
154 164 4
154 171 1
154 329 3
154 481 5
154 1096 6
154 1104 7
154 2294 6
154 2365 5
154 2386 7
154 3542 7
154 3565 3
155 407 10
155 822 7
155 4415 1
156 289 10
156 404 4
156 1449 2
156 4446 7
157 627 1
157 641 9
157 809 3
157 2492 2
157 3984 10
158 382 3
158 709 9
158 846 5
158 956 1
158 3933 5
158 4254 10
158 4362 2
159 522 4
159 1433 5
159 1598 6
160 560 7
160 601 7
160 1048 4
160 2031 2
160 2365 5
160 2495 6
160 2701 10
160 4534 5
161 193 3
161 358 7
161 394 6
161 1312 10
161 1607 5
161 2194 1
161 2619 5
161 2686 3
161 4401 6
162 1582 2
162 3129 4
162 3536 6
163 177 6
163 2867 5
163 3771 6
163 4651 6
164 972 3
164 1716 8
164 1828 3
164 2197 2
164 4279 6
165 268 6
165 2394 3
165 3921 5
165 4380 8
166 180 1
166 283 7
166 343 5
166 719 10
166 1326 10
166 1860 1
166 2813 10
166 3176 5
167 293 5
167 1391 4
167 2784 2
167 3710 9
168 317 1
168 532 1
168 2947 9
168 3744 5
169 542 3
169 1573 10
169 2505 3
169 4299 2
169 4481 8
170 306 8
170 447 2
170 525 8
170 757 10
170 764 7
170 801 7
170 1025 5
170 1072 1
170 1294 6
170 2847 7
170 4152 4
171 277 2
171 410 4
171 478 1
171 1643 9
171 3349 7
171 3885 8
171 4550 2
171 4908 7
172 209 10
172 684 9
172 992 1
172 1750 7
172 2148 6
172 2705 5
172 3864 8
173 845 5
173 3436 7
173 3469 8
174 557 2
174 733 4
174 907 9
174 1212 8
174 3342 8
174 3675 7
174 3831 2
174 4678 3
174 4726 5
175 1160 10
175 1320 4
175 4097 10
175 4567 3
175 4939 1
176 392 2
176 737 7
176 2230 1
176 3670 8
176 4840 8
177 697 2
177 862 2
177 1160 9
177 1260 4
177 4536 3
178 182 4
178 812 2
178 851 5
178 3702 2
178 4208 9
178 4796 9
178 4990 4
179 203 3
179 339 6
179 1850 10
179 2488 6
179 2543 7
179 3613 6
180 282 10
180 2620 3
180 4780 10
181 403 6
181 653 10
181 1439 8
181 2707 6
181 3245 5
181 4293 8
181 4578 10
182 252 5
182 347 8
182 502 1
182 524 5
182 1020 4
182 1343 6
182 1838 3
182 1967 6
182 3677 1
183 909 9
183 1128 6
183 1476 4
183 1491 8
183 2958 1
183 3148 4
183 3593 10
184 238 5
184 579 2
184 1646 6
184 1902 8
184 3330 8
185 192 5
186 200 8
186 424 4
186 2318 8
186 3614 3
186 3726 9
186 3872 9
187 1041 2
187 1512 3
187 1762 9
187 4861 10
188 2100 7
188 3070 10
188 4454 3
188 4636 7
189 279 6
189 690 1
189 1040 10
189 2063 10
189 2323 8
189 3069 9
189 4621 10
190 1213 3
190 1941 5
190 2037 5
190 2443 10
190 2917 7
191 259 6
191 267 4
191 309 5
191 1865 2
191 2969 2
191 3120 7
191 3465 6
191 4289 10
192 280 7
192 1801 3
193 946 5
193 1928 3
193 2413 9
193 2717 10
193 3011 7
194 562 10
194 3514 9
194 3572 4
194 3611 1
195 848 10
195 1193 5
195 4208 6
195 4870 1
196 256 9
196 364 10
196 588 2
196 783 9
196 2360 1
196 2369 6
196 2683 8
197 774 9
197 1830 6
197 2250 5
197 4326 7
198 1638 8
198 1919 3
198 4392 1
199 433 9
199 1715 1
199 2203 1
199 3943 6
200 464 6
200 1472 2
201 472 6
201 523 5
201 1341 1
201 2312 3
201 4379 9
202 208 1
202 257 8
202 370 2
202 618 7
202 3628 4
203 564 4
203 1003 1
203 1809 2
204 1556 4
204 1605 1
204 2760 6
205 1697 7
205 2138 2
205 2496 2
205 4578 10
206 346 6
206 840 2
207 248 9
207 396 8
207 768 5
207 952 2
207 1048 10
207 1393 2
207 1556 1
207 4219 9
208 315 5
208 366 6
208 820 3
208 1572 1
209 210 10
209 212 3
209 244 2
209 906 7
209 1549 9
210 567 5
210 798 4
210 3010 10
211 260 8
211 682 10
211 1186 1
211 1540 4
211 4406 7
212 222 4
212 333 3
212 2045 10
212 2575 7
213 1246 4
213 2718 9
213 3249 8
213 3365 3
214 225 8
214 352 1
214 373 1
214 2343 2
214 2754 6
214 3526 6
215 242 9
215 2393 1
215 4379 4
216 901 9
216 2252 8
216 3957 5
216 4544 4
217 330 8
217 485 3
217 674 9
217 718 3
217 821 10
217 868 7
217 1094 2
217 2311 3
217 3370 8
217 3711 7
217 4005 10
217 4967 8
218 575 10
218 1310 9
218 1610 4
218 1857 10
218 2095 5
218 2251 2
218 2659 4
218 2770 7
218 4427 6
218 4758 5
219 248 1
219 261 3
219 332 9
219 1436 5
219 2567 7
219 4321 1
220 4483 2
220 4773 4
221 397 2
221 969 1
221 2330 5
221 2442 8
221 2743 4
221 3299 8
221 3927 3
222 387 4
222 537 3
223 829 5
223 852 8
223 4859 1
224 445 3
224 462 5
224 535 5
224 2893 8
224 3110 10
224 3336 5
224 3622 2
224 4931 1
225 983 9
225 2718 8
225 4500 7
225 4895 9
225 4944 5
226 1340 10
226 1394 4
226 1882 10
226 2749 9
226 3572 5
226 3677 10
226 3990 3
227 605 6
227 1172 4
227 2321 4
227 3391 4
228 3571 4
228 3992 2
229 270 1
229 1759 5
229 3601 3
229 4676 7
229 4985 3
230 316 3
230 391 5
230 1022 2
230 2146 9
230 2810 6
230 4205 8
231 1359 10
231 1821 8
231 3897 10
231 4971 6
232 622 6
232 1124 6
232 1263 1
232 1351 1
232 3886 8
233 269 1
233 437 10
233 709 2
233 4621 6
234 1244 2
234 4742 7
235 2641 8
235 2785 8
235 4901 8
236 451 10
236 541 9
236 1751 2
236 2428 1
236 3316 6
236 3487 4
236 3901 2
236 4229 8
237 307 3
237 635 10
238 842 5
238 1054 6
238 1287 3
238 1788 2
238 4213 10
238 4571 3
239 4824 3
240 294 2
240 543 1
240 1121 5
240 1293 5
240 1890 4
241 744 1
241 3274 4
241 3659 7
242 472 10
242 520 5
242 559 9
242 2244 10
242 4449 2
242 4847 8
243 431 5
243 484 7
243 1927 6
243 1942 4
243 2324 3
243 2549 7
243 2859 1
243 3058 5
244 371 5
244 453 9
244 4079 6
245 371 1
245 1362 1
245 3162 3
245 3167 8
245 4353 6
246 889 10
246 2369 2
246 2976 9
246 3289 6
246 3803 2
246 4482 7
247 363 6
247 2943 1
247 3126 6
248 4680 2
249 365 5
249 760 8
249 1344 8
250 381 5
250 1675 4
250 4139 1
250 4167 2
250 4769 1
251 287 3
251 481 5
251 521 8
251 573 4
252 293 9
252 1063 10
252 1165 10
252 1991 5
252 4447 1
253 1533 10
253 1691 8
253 2069 7
254 532 10
254 766 5
254 3510 3
255 2347 7
255 2497 4
255 3038 6
256 757 3
256 3246 4
256 4686 8
256 4747 4
257 2073 8
257 2147 5
257 2158 5
257 3167 2
257 3959 3
257 4411 10
257 4682 7
258 432 4
258 443 1
258 601 3
258 752 10
258 922 10
258 933 1
258 1153 10
258 4086 3
258 4345 8
258 4488 4
259 448 7
259 745 3
259 896 1
259 1290 8
259 1733 5
259 2358 2
259 3632 4
259 4276 10
260 406 3
260 489 2
260 923 1
260 1003 3
260 1430 8
260 2232 9
260 2705 3
260 4674 9
261 290 7
261 383 10
261 1040 9
261 2008 1
261 3866 6
262 1058 2
262 1498 5
262 2520 10
262 3077 8
262 3212 2
262 3798 8
262 4067 8
263 645 5
263 924 8
263 4469 2
264 421 6
264 856 5
264 999 1
264 1381 8
264 3427 8
264 3942 7
264 4350 1
265 480 8
265 1534 6
265 1544 9
265 1569 8
265 3249 1
265 4112 8
266 700 9
266 751 5
266 1350 2
266 1528 8
266 3436 8
267 1236 10
267 2857 1
267 4852 4
268 839 8
268 977 4
268 4991 6
269 387 9
269 923 10
269 1362 3
269 1624 1
269 2230 7
269 2245 2
269 4292 5
270 1572 10
270 2739 10
270 4952 10
271 2120 10
271 2391 1
271 4344 2
271 4888 5
272 294 10
272 619 9
272 2596 5
272 3658 2
272 4532 6
272 4861 1
273 973 7
273 1414 3
273 1507 7
273 1509 1
273 3118 10
273 3729 2
274 517 6
274 587 2
274 1147 10
274 1323 7
274 1383 9
274 3813 1
274 4461 1
275 656 8
275 713 2
275 1187 1
275 1699 10
275 1869 2
275 2133 7
275 3732 9
275 4681 4
276 440 5
276 1986 9
276 3039 2
276 3771 4
276 4370 9
277 573 10
277 3278 2
277 3689 1
277 3694 7
277 3980 4
277 4756 6
278 419 10
278 609 5
278 767 6
278 788 2
278 1165 1
278 2064 8
278 2374 1
278 4333 5
279 284 1
279 1442 10
279 3578 6
280 323 10
280 775 1
280 943 1
280 2073 6
280 3785 5
281 1026 9
281 2973 4
281 3755 3
282 295 6
282 4343 10
283 940 4
283 1175 2
283 3970 1
284 300 5
284 403 3
284 488 4
284 2238 3
284 3555 3
284 3818 1
284 3953 9
285 1346 4
285 4097 1
286 1119 2
286 1234 1
286 2830 2
286 3168 6
286 3569 5
286 4248 3
286 4605 4
286 4850 8
287 1288 3
287 2094 2
288 3257 6
288 4958 9
289 468 3
289 787 5
289 1205 1
289 4564 3
290 354 1
290 389 7
290 1309 10
290 2404 2
290 4022 8
290 4559 7
291 565 1
291 914 1
291 1065 1
291 1238 5
291 2015 6
291 3365 9
291 4278 10
291 4863 3
292 609 10
292 617 10
292 823 5
292 2244 8
293 530 10
293 1178 2
293 1300 10
294 1423 3
294 3832 2
295 336 2
295 492 7
295 693 1
295 4972 2
296 859 8
296 1092 10
296 2703 2
296 2803 4
296 3930 7
296 3933 8
296 4812 2
297 384 7
297 527 5
297 701 7
297 1742 3
297 1907 2
297 2326 6
298 412 4
298 1374 10
299 459 2
299 986 9
299 2293 6
299 2749 6
299 2818 2
299 3060 5
299 3481 6
299 4754 6
300 553 10
300 922 1
300 2667 6
300 3314 2
301 457 1
301 489 2
301 614 8
301 1218 2
301 1649 9
301 1744 6
301 2091 2
301 2212 10
301 2248 2
302 348 10
302 504 4
302 646 2
302 1561 10
302 2713 1
302 3187 1
302 3356 7
303 490 1
303 1188 9
303 1272 1
303 1925 10
303 2693 8
303 4849 10
304 374 9
304 519 5
304 969 8
304 1281 4
304 1354 6
304 1750 7
304 3380 4
304 4409 4
305 621 6
305 1709 8
305 3111 10
305 3177 2
305 3532 3
305 3653 9
305 4994 10
306 545 5
306 1919 10
307 1266 5
307 1688 5
308 1660 10
308 2172 5
308 3380 10
308 3710 9
308 4995 2
309 1064 2
309 1861 8
309 3870 2
310 429 8
310 482 5
310 1144 10
311 442 3
311 2177 1
311 2630 3
311 3629 9
312 1417 2
313 326 2
313 638 4
313 858 5
313 891 4
313 2204 4
313 4406 9
313 4929 8
314 388 10
314 444 1
314 632 10
314 1004 9
314 1783 10
314 4763 3
315 357 7
315 706 1
315 1325 6
315 1988 8
315 2494 5
315 4721 3
315 4995 9
316 2105 7
317 426 1
317 1635 6
317 3022 10
317 3708 6
317 4690 10
318 4088 6
318 4437 5
319 355 2
319 362 2
319 564 10
319 646 10
319 915 4
319 1303 5
319 1687 10
319 2464 3
319 2515 6
319 3995 1
320 380 1
320 467 6
320 2092 7
320 2473 5
320 4998 5
321 1291 8
321 1398 4
321 1575 10
321 2462 2
321 2607 9
322 355 10
322 705 9
322 1315 8
322 1735 4
322 2840 9
322 3249 3
322 3512 6
323 643 3
323 778 4
323 1310 9
323 1379 6
323 2402 6
323 2740 5
323 4014 9
324 465 3
324 926 6
324 1313 9
325 365 6
325 621 9
325 685 10
326 1079 5
326 1563 9
326 1919 7
326 2776 1
326 3101 10
326 3198 3
327 549 4
327 879 9
327 1430 7
327 2748 5
327 2998 4
327 4739 4
328 503 5
328 993 3
328 1684 10
328 2846 9
328 4418 3
329 1347 2
329 2156 9
329 2404 7
329 3170 1
330 411 2
330 872 10
330 982 10
330 1884 7
330 3671 10
331 721 4
331 2457 1
331 4074 3
332 518 3
332 685 7
332 2438 3
332 2585 6
333 571 1
333 581 3
333 2016 8
333 2678 8
333 3373 4
333 3447 6
333 4476 1
334 568 8
334 610 8
334 843 7
334 1077 4
334 1253 1
334 1467 9
335 2186 4
335 3559 8
335 4914 3
336 393 3
337 435 2
337 608 9
337 1441 9
337 1452 3
337 4900 2
338 1013 9
338 2354 9
338 2530 7
338 3776 9
338 4483 5
339 475 10
339 1021 6
339 2664 6
339 4714 5
340 418 10
340 703 5
340 2363 7
341 398 5
341 434 7
341 1055 10
341 1336 2
341 1783 7
341 2704 7
341 3604 2
342 735 10
343 498 5
343 533 1
343 657 6
343 808 8
343 2566 4
343 3325 9
344 528 8
344 1134 3
344 1194 4
344 1877 2
344 2588 7
344 2943 6
345 899 5
345 3390 1
346 830 9
346 1311 7
346 1760 2
346 2930 6
346 3201 4
347 500 5
347 634 1
347 1192 3
347 1987 7
347 2935 7
348 704 1
348 2799 6
349 985 2
349 3118 2
350 2255 3
350 2309 3
350 3516 5
350 4975 10
352 479 2
352 1107 4
352 2481 8
352 4996 5
353 1021 1
353 1222 6
353 1288 10
353 2526 4
353 4583 2
354 455 4
354 1319 9
354 1771 8
355 817 7
355 1033 7
355 1307 1
355 3244 1
355 3689 8
356 699 1
356 1057 5
357 678 6
357 1183 6
357 1480 3
357 1555 5
357 3622 1
357 4741 6
358 1529 4
358 2421 5
358 2909 1
358 4007 2
359 441 4
359 582 2
359 1514 3
359 2314 2
360 1329 8
360 2275 1
360 3481 1
360 4112 9
360 4206 10
360 4218 6
360 4843 7
361 597 8
361 644 3
361 754 3
361 1698 8
361 2567 2
361 2891 5
361 4051 1
362 897 1
362 2591 3
362 3092 1
362 4847 9
363 422 3
363 750 5
363 3003 10
363 3741 7
364 1580 7
364 2651 10
365 548 6
365 836 1
365 855 4
365 919 7
365 1116 10
365 1924 8
365 3368 4
365 4473 4
366 936 7
366 2167 3
366 2836 6
366 3005 10
366 4354 5
366 4552 6
367 2304 5
367 2492 6
367 2506 4
367 3555 1
368 390 8
368 401 8
368 1617 1
368 1848 8
368 2249 5
368 3376 1
368 4675 2
369 540 5
369 1692 3
369 2727 10
369 4002 4
369 4196 7
370 385 8
370 673 2
370 730 9
370 4793 10
371 1384 5
371 3646 4
371 4298 5
372 970 9
372 1005 6
372 3042 3
372 4623 10
373 1515 9
373 1927 2
373 2199 4
373 2461 8
373 2503 7
373 3630 10
373 4801 1
374 461 5
374 879 3
374 2762 9
374 4554 4
375 569 10
375 1755 8
375 3072 3
375 4559 10
376 413 5
376 604 4
376 1268 3
376 1853 3
376 2352 7
376 3113 2
